                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     47,                0.66608,                0.35443,                0.87524,                0.96904,                0.97433,                0.99118,                0.87997,                0.58873,                 0.2788,                0.84884,               0.005446,               0.005446,               0.005446
                     48,                0.66465,                0.35268,                0.87529,                0.97197,                0.97158,                0.99149,                0.88226,                0.58715,                0.27713,                0.85003,               0.005347,               0.005347,               0.005347
                     49,                0.66563,                0.35099,                0.87617,                0.97706,                0.96745,                0.99186,                 0.8811,                0.58599,                0.27549,                0.84915,               0.005248,               0.005248,               0.005248
                     50,                0.66206,                0.34942,                0.87667,                0.98053,                0.97087,                 0.9924,                0.88343,                0.58302,                0.27385,                0.85145,               0.005149,               0.005149,               0.005149
                     51,                0.65629,                0.34708,                0.87634,                0.97791,                0.96321,                0.99195,                0.88528,                0.57851,                0.27363,                0.84725,                0.00505,                0.00505,                0.00505
                     52,                0.65582,                0.34406,                0.87133,                0.97219,                0.97269,                0.99185,                0.88621,                0.57742,                0.27118,                0.84428,               0.004951,               0.004951,               0.004951
                     53,                0.65634,                0.34277,                0.87305,                0.97725,                0.97524,                0.99295,                0.88709,                0.57587,                0.26927,                0.84634,               0.004852,               0.004852,               0.004852
                     54,                0.65432,                0.34207,                0.87162,                0.98415,                0.97238,                0.99257,                0.88767,                0.57249,                0.26648,                0.84233,               0.004753,               0.004753,               0.004753
                     55,                0.65169,                0.34046,                0.86854,                0.98124,                0.97246,                0.99303,                0.88881,                0.57085,                0.26447,                0.84132,               0.004654,               0.004654,               0.004654
                     56,                0.64889,                0.33851,                0.86752,                0.97403,                0.98014,                0.99298,                0.88828,                0.56951,                0.26368,                0.84162,               0.004555,               0.004555,               0.004555
                     57,                0.64491,                0.33649,                0.86772,                 0.9796,                 0.9783,                0.99328,                0.88949,                0.56846,                0.26248,                0.84125,               0.004456,               0.004456,               0.004456
                     58,                0.64528,                0.33471,                0.86979,                0.98281,                0.97348,                0.99349,                0.89011,                0.56683,                 0.2604,                0.84119,               0.004357,               0.004357,               0.004357
                     59,                0.64417,                0.33374,                0.86584,                0.97697,                0.97789,                0.99275,                 0.8908,                0.56383,                0.25975,                0.83844,               0.004258,               0.004258,               0.004258
                     60,                0.64066,                 0.3314,                0.86478,                0.98034,                0.97694,                0.99364,                0.89339,                0.56227,                0.25868,                0.83634,               0.004159,               0.004159,               0.004159
                     61,                0.63909,                0.32912,                0.86418,                0.97806,                0.97753,                0.99339,                0.89355,                0.56043,                0.25877,                0.83707,                0.00406,                0.00406,                0.00406
                     62,                0.63812,                 0.3296,                0.86414,                0.97808,                0.98079,                0.99353,                 0.8939,                 0.5591,                 0.2571,                0.83795,               0.003961,               0.003961,               0.003961
                     63,                0.63527,                0.32628,                0.86426,                0.97867,                0.98057,                0.99358,                0.89404,                0.55757,                0.25499,                 0.8375,               0.003862,               0.003862,               0.003862
                     64,                0.63245,                0.32345,                0.86487,                0.98014,                0.97821,                0.99365,                0.89575,                0.55484,                 0.2539,                 0.8377,               0.003763,               0.003763,               0.003763
                     65,                0.63208,                 0.3229,                0.86157,                0.98069,                0.97901,                0.99377,                0.89695,                0.55326,                0.25264,                0.83514,               0.003664,               0.003664,               0.003664
                     66,                0.62857,                0.31989,                0.86275,                0.98144,                 0.9808,                0.99383,                0.89832,                0.55261,                0.25133,                0.83666,               0.003565,               0.003565,               0.003565
                     67,                0.62672,                0.31981,                0.86413,                0.98512,                0.97917,                0.99399,                0.89757,                0.55099,                0.24943,                0.83747,               0.003466,               0.003466,               0.003466
                     68,                0.62518,                0.31769,                0.86257,                0.98453,                0.98057,                0.99393,                0.89889,                0.54891,                0.24828,                0.83723,               0.003367,               0.003367,               0.003367
                     69,                0.62437,                0.31586,                0.86247,                0.98423,                0.98014,                 0.9939,                 0.9004,                0.54717,                0.24712,                0.83547,               0.003268,               0.003268,               0.003268
                     70,                0.62104,                0.31419,                0.86166,                0.98222,                0.98311,                0.99392,                0.90074,                0.54645,                0.24614,                0.83519,               0.003169,               0.003169,               0.003169
                     71,                0.61936,                0.31427,                0.86138,                 0.9831,                0.98231,                 0.9939,                0.90251,                0.54476,                0.24577,                0.83498,                0.00307,                0.00307,                0.00307
                     72,                0.61865,                  0.313,                0.86369,                0.98525,                0.97981,                0.99402,                0.90189,                0.54391,                 0.2453,                 0.8362,               0.002971,               0.002971,               0.002971
                     73,                0.61373,                 0.3082,                0.85995,                0.98525,                0.97811,                0.99406,                0.90227,                0.54214,                0.24441,                 0.8354,               0.002872,               0.002872,               0.002872
                     74,                0.61642,                 0.3097,                0.86054,                0.98406,                0.98047,                0.99411,                0.90493,                   0.54,                 0.2429,                0.83436,               0.002773,               0.002773,               0.002773
                     75,                0.61357,                0.30631,                0.85845,                0.98749,                0.97862,                0.99414,                0.90472,                0.53814,                0.24162,                0.83262,               0.002674,               0.002674,               0.002674
                     76,                0.61212,                0.30722,                 0.8559,                0.98715,                0.98039,                0.99417,                0.90588,                 0.5362,                0.24012,                0.83036,               0.002575,               0.002575,               0.002575
                     77,                0.60969,                0.30487,                 0.8574,                0.98913,                0.98074,                0.99418,                0.90605,                0.53511,                0.23924,                0.83005,               0.002476,               0.002476,               0.002476
                     78,                0.60525,                0.30124,                0.85685,                0.98792,                0.98139,                0.99421,                0.90621,                0.53391,                0.23842,                0.83031,               0.002377,               0.002377,               0.002377
                     79,                  0.607,                0.30131,                0.85731,                0.98681,                 0.9815,                0.99425,                0.90636,                0.53292,                0.23766,                0.82991,               0.002278,               0.002278,               0.002278
                     80,                0.60394,                 0.2988,                0.85473,                0.98475,                  0.984,                0.99429,                0.90719,                0.53127,                0.23634,                0.82918,               0.002179,               0.002179,               0.002179
                     81,                0.60341,                 0.2982,                0.85447,                 0.9854,                0.98413,                0.99433,                0.90818,                0.52977,                0.23524,                0.82926,                0.00208,                0.00208,                0.00208
                     82,                0.59906,                0.29533,                0.85451,                0.98663,                0.98383,                0.99434,                0.90847,                0.52872,                0.23477,                0.82943,               0.001981,               0.001981,               0.001981
                     83,                0.59541,                0.29366,                0.85343,                0.98597,                0.98554,                0.99435,                0.90884,                0.52757,                0.23419,                0.82878,               0.001882,               0.001882,               0.001882
                     84,                 0.5965,                0.29208,                0.85197,                0.98641,                0.98565,                0.99435,                0.90883,                0.52655,                0.23401,                0.82832,               0.001783,               0.001783,               0.001783
                     85,                0.59181,                0.29052,                0.85265,                0.98729,                0.98515,                0.99437,                0.90891,                0.52589,                0.23321,                0.82846,               0.001684,               0.001684,               0.001684
                     86,                0.59125,                0.28844,                0.85429,                0.98964,                0.98419,                0.99439,                 0.9089,                0.52468,                0.23201,                0.82887,               0.001585,               0.001585,               0.001585
                     87,                0.59055,                0.28797,                0.85261,                0.98901,                0.98504,                0.99438,                0.91005,                0.52373,                0.23168,                0.82851,               0.001486,               0.001486,               0.001486
                     88,                0.58947,                0.28614,                  0.854,                  0.987,                0.98585,                0.99438,                 0.9103,                0.52267,                  0.231,                0.82839,               0.001387,               0.001387,               0.001387
                     89,                0.58643,                0.28543,                0.85049,                0.98702,                0.98573,                0.99437,                0.91049,                0.52164,                0.23068,                0.82809,               0.001288,               0.001288,               0.001288
                     90,                0.58633,                0.28467,                0.84994,                0.98744,                0.98493,                0.99438,                0.91033,                 0.5205,                0.23019,                0.82751,               0.001189,               0.001189,               0.001189
                     91,                0.57813,                0.26517,                0.84126,                0.98731,                0.98575,                0.99439,                0.91132,                0.51992,                0.22975,                0.82716,                0.00109,                0.00109,                0.00109
                     92,                0.57241,                0.26123,                0.84033,                0.98793,                0.98615,                0.99439,                0.91119,                0.51914,                0.22934,                0.82684,               0.000991,               0.000991,               0.000991
                     93,                0.56544,                0.25786,                0.83793,                0.98921,                 0.9857,                 0.9944,                0.91114,                0.51849,                0.22892,                0.82666,               0.000892,               0.000892,               0.000892
                     94,                0.56332,                0.25602,                 0.8381,                 0.9886,                0.98525,                0.99441,                 0.9117,                0.51752,                0.22829,                 0.8263,               0.000793,               0.000793,               0.000793
                     95,                0.56305,                 0.2547,                 0.8382,                0.98723,                0.98666,                 0.9944,                0.91226,                0.51665,                0.22753,                0.82602,               0.000694,               0.000694,               0.000694
                     96,                0.55884,                0.25231,                 0.8361,                 0.9873,                0.98682,                 0.9944,                0.91242,                0.51583,                0.22698,                0.82565,               0.000595,               0.000595,               0.000595
                     97,                0.55844,                0.25105,                0.83513,                0.98779,                0.98654,                0.99439,                0.91267,                 0.5151,                 0.2267,                0.82526,               0.000496,               0.000496,               0.000496
                     98,                0.55378,                0.24912,                0.83471,                0.98756,                0.98651,                0.99438,                0.91328,                 0.5144,                0.22648,                0.82505,               0.000397,               0.000397,               0.000397
                     99,                0.55157,                0.24686,                0.83499,                 0.9875,                0.98667,                0.99439,                 0.9137,                0.51389,                0.22613,                0.82484,               0.000298,               0.000298,               0.000298
                    100,                0.54873,                0.24416,                0.83309,                0.98766,                0.98651,                0.99438,                0.91318,                0.51327,                0.22581,                0.82468,               0.000199,               0.000199,               0.000199
